,YTID,start_seconds,end_seconds,positive_labels,tags_k,tags,num_keys,num_tags
7986,M1kL1VKZ0uo,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq","['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
7987,M1vJId35M9w,40.0,50.0,"/m/04rlf,/m/07lnk","['/m/04rlf', '/m/07lnk']","['Music', 'Music']",2,2
7988,M1wGEYe1lQY,520.0,530.0,/m/024dl,['/m/024dl'],['Sounds of things'],1,1
7989,M1xMhk1lCr4,150.0,160.0,"/m/032s66,/m/073cg4","['/m/032s66', '/m/073cg4']","['Sounds of things', 'Sounds of things']",2,2
7990,M2AQ9e4yonI,30.0,40.0,"/m/01glhc,/m/0342h,/m/04rlf,/m/07s0s5r,/m/09x0r","['/m/01glhc', '/m/0342h', '/m/04rlf', '/m/07s0s5r', '/m/09x0r']","['Music', 'Music', 'Music', 'Music', 'Human Sounds']",5,5
7991,M2O07f7Rusk,30.0,40.0,"/m/04rlf,/m/07qwdck,/m/09x0r","['/m/04rlf', '/m/07qwdck', '/m/09x0r']","['Music', 'Source-ambiguous sounds', 'Human Sounds']",3,3
7992,M2iDkf1SAWY,0.0,10.0,"/m/04rlf,/m/07lnk","['/m/04rlf', '/m/07lnk']","['Music', 'Music']",2,2
7993,M3Kr4vAMres,140.0,150.0,"/m/07r5v4s,/m/0jbk","['/m/07r5v4s', '/m/0jbk']","['Sounds of things', 'Animal']",2,2
7994,M3SG0mgeC_I,40.0,50.0,"/m/09x0r,/m/0dv3j,/t/dd00125","['/m/09x0r', '/m/0dv3j', '/t/dd00125']","['Human Sounds', 'Sounds of things', 'Channel environment and background']",3,3
7995,M3m_FhNfPKU,300.0,310.0,"/m/028ght,/m/09x0r","['/m/028ght', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
7996,M4-lGytE030,30.0,40.0,"/m/04rlf,/m/0m0jc","['/m/04rlf', '/m/0m0jc']","['Music', 'Music']",2,2
7997,M40-EpN3I78,470.0,480.0,"/m/07prgkl,/m/09x0r","['/m/07prgkl', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
7998,M47-JuWnx6U,0.0,6.0,"/m/03wwcy,/m/09x0r","['/m/03wwcy', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
7999,M4SIUPA05yc,90.0,100.0,"/m/02bxd,/m/04rlf,/m/07lnk","['/m/02bxd', '/m/04rlf', '/m/07lnk']","['Music', 'Music', 'Music']",3,3
8000,M4zuTVYfy-8,140.0,150.0,"/m/01d3sd,/m/09x0r,/m/0lyf6","['/m/01d3sd', '/m/09x0r', '/m/0lyf6']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
8001,M5OCCuCIMbA,130.0,140.0,/m/032n05,['/m/032n05'],['Animal'],1,1
8002,M5P9KRc8cGc,510.0,520.0,/m/07pdhp0,['/m/07pdhp0'],['Human Sounds'],1,1
8003,M61Lfr2fI9s,10.0,20.0,/m/07ppn3j,['/m/07ppn3j'],['Human Sounds'],1,1
8004,M63Sf4hNWAs,7.0,17.0,"/m/03k3r,/m/07q5rw0,/m/0jbk","['/m/03k3r', '/m/07q5rw0', '/m/0jbk']","['Animal', 'Animal', 'Animal']",3,3
8005,M6CWMWKo0IY,30.0,40.0,"/m/07qjznl,/m/07qjznt","['/m/07qjznl', '/m/07qjznt']","['Sounds of things', 'Sounds of things']",2,2
8006,M6TuE5oaWq8,80.0,90.0,/m/032n05,['/m/032n05'],['Animal'],1,1
8007,M6a_pSANQRA,30.0,40.0,/m/07pjjrj,['/m/07pjjrj'],['Source-ambiguous sounds'],1,1
8008,M6bs_l-76uw,60.0,70.0,"/m/01b_21,/m/0dl9sf8","['/m/01b_21', '/m/0dl9sf8']","['Human Sounds', 'Human Sounds']",2,2
8009,M74wwVi3EOU,170.0,180.0,"/m/04rlf,/m/08p9q4","['/m/04rlf', '/m/08p9q4']","['Music', 'Channel environment and background']",2,2
8010,M7Bk4dpRJ1M,30.0,40.0,/m/01g90h,['/m/01g90h'],['Human Sounds'],1,1
8011,M7CLHAOM8Dw,110.0,120.0,/m/0dl5d,['/m/0dl5d'],['Music'],1,1
8012,M7fsgHyiicM,250.0,260.0,"/m/01kcd,/m/01wy6","['/m/01kcd', '/m/01wy6']","['Music', 'Music']",2,2
8013,M7pxbCAHyi4,30.0,40.0,"/m/04rlf,/m/0l14gg","['/m/04rlf', '/m/0l14gg']","['Music', 'Music']",2,2
8014,M8R6-ZmWfr0,130.0,140.0,"/m/04rlf,/t/dd00032","['/m/04rlf', '/t/dd00032']","['Music', 'Music']",2,2
8015,M8VmV27v8bU,280.0,290.0,"/m/0283d,/m/04rlf","['/m/0283d', '/m/04rlf']","['Music', 'Music']",2,2
8016,M8pdVKaEZWs,150.0,160.0,/m/07ppn3j,['/m/07ppn3j'],['Human Sounds'],1,1
8017,M8y31cu-QUc,500.0,510.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v","['/m/01xq0k1', '/m/07rpkh9', '/m/0ch8v']","['Animal', 'Animal', 'Animal']",3,3
8018,M92flhN-Yig,20.0,30.0,/m/0242l,['/m/0242l'],['Sounds of things'],1,1
8019,M95ir9-w3V0,6.0,16.0,"/m/07q6cd_,/m/09x0r","['/m/07q6cd_', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8020,M9CrwUeDDdg,10.0,20.0,"/m/01jt3m,/m/0838f","['/m/01jt3m', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
8021,M9EW3Bzo95M,30.0,40.0,/m/06hps,['/m/06hps'],['Animal'],1,1
8022,M9HqLdGeG4k,30.0,40.0,"/m/01s0vc,/m/09x0r","['/m/01s0vc', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8023,M9MgZXkYRBs,140.0,150.0,"/m/01kcd,/m/07c6l","['/m/01kcd', '/m/07c6l']","['Music', 'Music']",2,2
8024,M9fnJMmuxho,1.0,11.0,"/m/07s02z0,/m/09x0r","['/m/07s02z0', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
8025,M9h0j_YqZPQ,30.0,40.0,"/m/07pyf11,/m/09x0r","['/m/07pyf11', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
8026,M9mc3HYL_GM,380.0,390.0,/m/07kc_,['/m/07kc_'],['Music'],1,1
8027,M9qYjlFx0k8,50.0,60.0,"/m/06xkwv,/m/07rcgpl","['/m/06xkwv', '/m/07rcgpl']","['Channel environment and background', 'Source-ambiguous sounds']",2,2
8028,MA8E_Uz4xkg,30.0,40.0,/m/07q7njn,['/m/07q7njn'],['Sounds of things'],1,1
8029,MAFi9RHgV5o,250.0,260.0,/m/0fqfqc,['/m/0fqfqc'],['Sounds of things'],1,1
8030,MAezwdKjN2Y,40.0,50.0,"/m/02p01q,/m/07pdjhy,/m/083vt","['/m/02p01q', '/m/07pdjhy', '/m/083vt']","['Sounds of things', 'Source-ambiguous sounds', 'Sounds of things']",3,3
8031,MB9_-kTLSbg,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00067","['/m/04rlf', '/m/09x0r', '/t/dd00067']","['Music', 'Human Sounds', 'Sounds of things']",3,3
8032,MBWwU5fP1Ws,30.0,40.0,/m/01h82_,['/m/01h82_'],['Sounds of things'],1,1
8033,MBbI_av8TPk,350.0,360.0,/m/0fd3y,['/m/0fd3y'],['Music'],1,1
8034,MByjuwd8XqM,30.0,40.0,/m/07qmpdm,['/m/07qmpdm'],['Source-ambiguous sounds'],1,1
8035,MC0Aeu7RLSI,30.0,40.0,/m/06cqb,['/m/06cqb'],['Music'],1,1
8036,MCI7MZYdwoo,30.0,40.0,"/m/0150b9,/m/03w41f","['/m/0150b9', '/m/03w41f']","['Music', 'Music']",2,2
8037,MCNQ-ELFo54,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk","['/m/03k3r', '/m/07q5rw0', '/m/07rv9rh', '/m/09x0r', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Human Sounds', 'Animal']",5,5
8038,MCNQI8ORBu4,30.0,40.0,"/m/02bk07,/m/04rlf","['/m/02bk07', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8039,MCUOvhqC4jE,120.0,130.0,"/m/07bjf,/m/09x0r,/m/0dv5r","['/m/07bjf', '/m/09x0r', '/m/0dv5r']","['Sounds of things', 'Human Sounds', 'Sounds of things']",3,3
8040,MCXt6bfg5-o,60.0,70.0,"/m/015lz1,/m/04rlf,/m/0z9c","['/m/015lz1', '/m/04rlf', '/m/0z9c']","['Human Sounds', 'Music', 'Music']",3,3
8041,MD3xhb-Dv60,90.0,100.0,"/m/01d380,/m/04fgwm,/m/08j51y,/m/09x0r","['/m/01d380', '/m/04fgwm', '/m/08j51y', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Human Sounds']",4,4
8042,MD5-NpSFLas,130.0,140.0,"/m/09x0r,/m/0c3f7m","['/m/09x0r', '/m/0c3f7m']","['Human Sounds', 'Sounds of things']",2,2
8043,MDkMHEuUpaM,0.0,10.0,"/m/03vt0,/m/09f96,/m/0h2mp","['/m/03vt0', '/m/09f96', '/m/0h2mp']","['Animal', 'Animal', 'Animal']",3,3
8044,MDlI0ziLZug,20.0,30.0,"/m/04rlf,/m/0cfdd","['/m/04rlf', '/m/0cfdd']","['Music', 'Music']",2,2
8045,MDrN1-RZfk8,60.0,70.0,"/m/08j51y,/m/09ct_","['/m/08j51y', '/m/09ct_']","['Sounds of things', 'Sounds of things']",2,2
8046,MDruN8n3lNM,30.0,40.0,"/m/07q7njn,/m/09x0r","['/m/07q7njn', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8047,ME1RvMwv16g,40.0,50.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv","['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
8048,MEFlT4K6usE,30.0,40.0,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['/m/04rlf', '/m/07s8j8t', '/m/07sbbz2']","['Music', 'Source-ambiguous sounds', 'Music']",3,3
8049,MEMJSf7DLaA,30.0,40.0,/m/05_wcq,['/m/05_wcq'],['Animal'],1,1
8050,MEQmpYgqx3g,30.0,40.0,"/m/01jnbd,/m/04rlf,/m/09x0r","['/m/01jnbd', '/m/04rlf', '/m/09x0r']","['Channel environment and background', 'Music', 'Human Sounds']",3,3
8051,MESmq42m6sQ,30.0,40.0,"/m/03kmc9,/m/0dgbq","['/m/03kmc9', '/m/0dgbq']","['Sounds of things', 'Sounds of things']",2,2
8052,MEVVVTPiN5E,30.0,40.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
8053,MEZmzYW-f8M,30.0,40.0,"/m/02qldy,/m/09x0r","['/m/02qldy', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8054,MElc-0XqoSw,0.0,10.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038","['/m/06mb1', '/m/0jb2l', '/m/0ngt1', '/t/dd00038']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds', 'Natural Sounds']",4,4
8055,MEuj7Oi7cqE,10.0,20.0,"/m/03vt0,/m/09f96,/m/0h2mp","['/m/03vt0', '/m/09f96', '/m/0h2mp']","['Animal', 'Animal', 'Animal']",3,3
8056,MF5oxE3J8Yw,20.0,30.0,"/m/01hsr_,/m/09x0r","['/m/01hsr_', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8057,MFD3YNy3mGc,490.0,500.0,/m/03q5_w,['/m/03q5_w'],['Human Sounds'],1,1
8058,MFjPziuZZws,30.0,40.0,/m/081rb,['/m/081rb'],['Sounds of things'],1,1
8059,MFjhJYV8Rbs,120.0,130.0,"/m/04rlf,/m/0l156b","['/m/04rlf', '/m/0l156b']","['Music', 'Music']",2,2
8060,MFk_M8UMlYY,310.0,320.0,"/m/07k1x,/m/083vt,/m/08j51y","['/m/07k1x', '/m/083vt', '/m/08j51y']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
8061,MFxMPOAbUPA,260.0,270.0,"/m/02mscn,/m/04rlf","['/m/02mscn', '/m/04rlf']","['Music', 'Music']",2,2
8062,MGvjQbBNEE0,30.0,40.0,"/m/07pjwq1,/m/09x0r","['/m/07pjwq1', '/m/09x0r']","['Animal', 'Human Sounds']",2,2
8063,MH9Oj_g6xYU,30.0,40.0,"/m/02mk9,/m/0chx_","['/m/02mk9', '/m/0chx_']","['Sounds of things', 'Channel environment and background']",2,2
8064,MHH2trztHgg,30.0,40.0,/m/07qs1cx,['/m/07qs1cx'],['Sounds of things'],1,1
8065,MHHshnnqyco,220.0,230.0,"/m/02p0sh1,/m/04rlf,/m/04szw,/m/06j64v,/m/0fx80y,/m/0l14_3","['/m/02p0sh1', '/m/04rlf', '/m/04szw', '/m/06j64v', '/m/0fx80y', '/m/0l14_3']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music']",6,6
8066,MHOJrwj3t-E,290.0,300.0,"/m/015p6,/m/09ddx,/m/09x0r","['/m/015p6', '/m/09ddx', '/m/09x0r']","['Animal', 'Animal', 'Human Sounds']",3,3
8067,MHgPpImV7b4,20.0,30.0,"/m/0140xf,/m/015lz1,/m/02mscn,/m/03r5q_,/m/04rlf,/t/dd00006","['/m/0140xf', '/m/015lz1', '/m/02mscn', '/m/03r5q_', '/m/04rlf', '/t/dd00006']","['Music', 'Human Sounds', 'Music', 'Music', 'Music', 'Human Sounds']",6,6
8068,MHk1LpJ6P_E,30.0,40.0,"/m/04rlf,/m/0m0jc","['/m/04rlf', '/m/0m0jc']","['Music', 'Music']",2,2
8069,MI9hzmwx9TY,110.0,120.0,"/m/07gxw,/m/07lnk","['/m/07gxw', '/m/07lnk']","['Music', 'Music']",2,2
8070,MIV0-6O-dLM,10.0,20.0,"/m/020bb7,/m/06_y0by,/m/07pggtn","['/m/020bb7', '/m/06_y0by', '/m/07pggtn']","['Animal', 'Channel environment and background', 'Animal']",3,3
8071,MIhSDMLIs_g,30.0,40.0,"/m/04rlf,/m/0chx_","['/m/04rlf', '/m/0chx_']","['Music', 'Channel environment and background']",2,2
8072,MInuYEFVsvU,100.0,110.0,"/m/05rj2,/m/09x0r","['/m/05rj2', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8073,MIsdyuOA8uc,50.0,60.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048","['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
8074,MIu_bM9fdrM,30.0,40.0,"/m/04rlf,/m/0b9m1","['/m/04rlf', '/m/0b9m1']","['Music', 'Source-ambiguous sounds']",2,2
8075,MJO1EH0MTkw,30.0,40.0,"/m/01yg9g,/t/dd00065","['/m/01yg9g', '/t/dd00065']","['Sounds of things', 'Sounds of things']",2,2
8076,MJQvVbpU3Eg,30.0,40.0,"/m/01c194,/m/04rlf","['/m/01c194', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8077,MJmDXtyfqSM,30.0,40.0,"/m/04rlf,/t/dd00032","['/m/04rlf', '/t/dd00032']","['Music', 'Music']",2,2
8078,MJxKihGIgrI,270.0,280.0,/m/07q7njn,['/m/07q7njn'],['Sounds of things'],1,1
8079,MK1NzQm9XaQ,60.0,70.0,/m/0l15bq,['/m/0l15bq'],['Human Sounds'],1,1
8080,MKM3Rs5Kg8c,300.0,310.0,/m/0d31p,['/m/0d31p'],['Sounds of things'],1,1
8081,MKqXe4X6g-8,20.0,30.0,"/m/0642b4,/m/09x0r","['/m/0642b4', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8082,MKwnxr3ypB4,10.0,20.0,"/m/07qnq_y,/m/09x0r","['/m/07qnq_y', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8083,ML3goBqcTdk,30.0,40.0,"/m/01jnbd,/m/04rlf","['/m/01jnbd', '/m/04rlf']","['Channel environment and background', 'Music']",2,2
8084,MLAEjkJ5-3Q,80.0,90.0,"/m/06_y0by,/m/09x0r","['/m/06_y0by', '/m/09x0r']","['Channel environment and background', 'Human Sounds']",2,2
8085,MLIqLt475Bw,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk","['/m/01yrx', '/m/02yds9', '/m/068hy', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
8086,MLRC0noz3Kg,5.0,15.0,/m/0l156k,['/m/0l156k'],['Sounds of things'],1,1
8087,MLVnHZCswq4,230.0,240.0,"/m/028v0c,/m/07pqn27","['/m/028v0c', '/m/07pqn27']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
8088,MLWo56CLkJk,30.0,40.0,"/m/04rlf,/m/07qv_x_","['/m/04rlf', '/m/07qv_x_']","['Music', 'Human Sounds']",2,2
8089,MLXtl8KUEgE,430.0,440.0,"/m/01h3n,/m/03l9g,/m/03vt0,/m/0h2mp","['/m/01h3n', '/m/03l9g', '/m/03vt0', '/m/0h2mp']","['Animal', 'Sounds of things', 'Animal', 'Animal']",4,4
8090,MLY__fadQAw,40.0,50.0,/m/02mfyn,['/m/02mfyn'],['Sounds of things'],1,1
8091,MLtLINiwqpo,150.0,160.0,"/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md","['/m/04rlf', '/m/04szw', '/m/0dwsp', '/m/0dwt5', '/m/0l14md']","['Music', 'Music', 'Music', 'Music', 'Music']",5,5
8092,MLu1Zzvq6Po,30.0,40.0,/m/02rtxlg,['/m/02rtxlg'],['Human Sounds'],1,1
8093,MM0_2pgWQqA,30.0,40.0,/m/01w250,['/m/01w250'],['Human Sounds'],1,1
8094,MM9oupl8vbA,200.0,210.0,/m/0l156k,['/m/0l156k'],['Sounds of things'],1,1
8095,MMEMEAXApUQ,21.0,31.0,"/m/01d380,/m/07k1x,/m/0_ksk","['/m/01d380', '/m/07k1x', '/m/0_ksk']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
8096,MMGAKKhqxKg,160.0,170.0,"/m/04rlf,/m/064t9,/m/07qnq_y","['/m/04rlf', '/m/064t9', '/m/07qnq_y']","['Music', 'Music', 'Sounds of things']",3,3
8097,MMzSCj5t2Lw,30.0,40.0,"/m/04rlf,/m/05w3f","['/m/04rlf', '/m/05w3f']","['Music', 'Music']",2,2
8098,MNd8CRa48Uk,260.0,270.0,"/m/02w4v,/m/04rlf","['/m/02w4v', '/m/04rlf']","['Music', 'Music']",2,2
8099,MNkQGlmeyK0,90.0,100.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048","['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/t/dd00048']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
8100,MNlzpCwdh4g,30.0,40.0,"/m/01kcd,/m/0319l","['/m/01kcd', '/m/0319l']","['Music', 'Music']",2,2
8101,MNrctWQxHEA,30.0,40.0,"/m/03m9d0z,/m/07qwyj0","['/m/03m9d0z', '/m/07qwyj0']","['Natural Sounds', 'Source-ambiguous sounds']",2,2
8102,MOV9rXOes3k,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t","['/m/015p6', '/m/020bb7', '/m/025rv6n', '/m/07qn5dc', '/m/07st89h', '/m/09b5t']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal']",6,6
8103,MOeh4RHN4o8,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00065","['/m/04_sv', '/m/07yv9', '/t/dd00065']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
8104,MOfKXix-ogw,20.0,30.0,"/m/01b82r,/m/07pdjhy,/m/083vt","['/m/01b82r', '/m/07pdjhy', '/m/083vt']","['Sounds of things', 'Source-ambiguous sounds', 'Sounds of things']",3,3
8105,MOlzKn1akHc,90.0,100.0,"/m/08j51y,/m/09x0r,/t/dd00128","['/m/08j51y', '/m/09x0r', '/t/dd00128']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
8106,MOv0k6GCsB0,110.0,120.0,"/m/07yv9,/m/0btp2","['/m/07yv9', '/m/0btp2']","['Sounds of things', 'Sounds of things']",2,2
8107,MOyH6bgTSRE,30.0,40.0,"/m/0155w,/m/03_d0,/m/04rlf,/m/0dl5d","['/m/0155w', '/m/03_d0', '/m/04rlf', '/m/0dl5d']","['Music', 'Music', 'Music', 'Music']",4,4
8108,MPAQBKg3fhY,30.0,40.0,"/m/01jg02,/m/01jg1z","['/m/01jg02', '/m/01jg1z']","['Human Sounds', 'Human Sounds']",2,2
8109,MPJ7WNrEGBw,50.0,60.0,"/m/07qcx4z,/t/dd00125","['/m/07qcx4z', '/t/dd00125']","['Source-ambiguous sounds', 'Channel environment and background']",2,2
8110,MPUD6-BJHbM,190.0,200.0,/m/01j4z9,['/m/01j4z9'],['Sounds of things'],1,1
8111,MPxwPOOIskc,250.0,260.0,"/m/04rlf,/m/05pd6,/t/dd00034","['/m/04rlf', '/m/05pd6', '/t/dd00034']","['Music', 'Music', 'Music']",3,3
8112,MQ1Q7xydJPU,220.0,230.0,"/m/01j4z9,/m/026t6,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7","['/m/01j4z9', '/m/026t6', '/m/0342h', '/m/03lty', '/m/04rlf', '/m/04szw', '/m/06by7']","['Sounds of things', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",7,7
8113,MQMDMEtAvkg,70.0,80.0,"/m/09x0r,/m/0dv3j","['/m/09x0r', '/m/0dv3j']","['Human Sounds', 'Sounds of things']",2,2
8114,MQhD1V14Spw,50.0,60.0,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092","['/m/019jd', '/m/03m9d0z', '/m/0hsrw', '/t/dd00092']","['Sounds of things', 'Natural Sounds', 'Sounds of things', 'Natural Sounds']",4,4
8115,MQiwhHKpnRQ,30.0,40.0,"/m/04rlf,/m/0m0jc","['/m/04rlf', '/m/0m0jc']","['Music', 'Music']",2,2
8116,MQpIn5ARX_E,200.0,210.0,"/m/04rlf,/m/06w87","['/m/04rlf', '/m/06w87']","['Music', 'Music']",2,2
8117,MRSnkkIfR9M,30.0,40.0,"/m/01swy6,/m/04rlf","['/m/01swy6', '/m/04rlf']","['Human Sounds', 'Music']",2,2
8118,MRwVio7Vxp4,270.0,280.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0fd3y,/m/0fx80y,/t/dd00125","['/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fd3y', '/m/0fx80y', '/t/dd00125']","['Music', 'Music', 'Music', 'Music', 'Music', 'Channel environment and background']",6,6
8119,MRwW4Sx7M5s,120.0,130.0,"/m/02c8p,/m/07cx4,/m/09x0r,/t/dd00125","['/m/02c8p', '/m/07cx4', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Channel environment and background']",4,4
8120,MS8VU468rKk,320.0,330.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0b9m1,/m/0fx80y,/t/dd00125","['/m/0342h', '/m/04rlf', '/m/04szw', '/m/0b9m1', '/m/0fx80y', '/t/dd00125']","['Music', 'Music', 'Music', 'Source-ambiguous sounds', 'Music', 'Channel environment and background']",6,6
8121,MSJG8sRhaK0,30.0,40.0,"/m/03k3r,/m/09x0r,/m/0jbk","['/m/03k3r', '/m/09x0r', '/m/0jbk']","['Animal', 'Human Sounds', 'Animal']",3,3
8122,MSSVAsho3DM,0.0,10.0,"/m/07s04w4,/m/09x0r","['/m/07s04w4', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8123,MStyPWh3La4,120.0,130.0,"/m/07qfr4h,/m/09x0r,/t/dd00129","['/m/07qfr4h', '/m/09x0r', '/t/dd00129']","['Human Sounds', 'Human Sounds', 'Channel environment and background']",3,3
8124,MTB-P5Bt3_Q,50.0,60.0,"/m/04rlf,/m/0z9c","['/m/04rlf', '/m/0z9c']","['Music', 'Music']",2,2
8125,MTs2f2KEPCA,10.0,20.0,"/m/015vgc,/m/04rlf","['/m/015vgc', '/m/04rlf']","['Music', 'Music']",2,2
8126,MTxSqcr9xss,0.0,10.0,"/m/07qfr4h,/m/09x0r","['/m/07qfr4h', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8127,MUe8AMMhRtw,130.0,140.0,"/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00125","['/m/07sq110', '/m/09x0r', '/m/0ytgt', '/t/dd00125']","['Human Sounds', 'Human Sounds', 'Human Sounds', 'Channel environment and background']",4,4
8128,MUqCzLadsts,30.0,40.0,/m/07r660_,['/m/07r660_'],['Human Sounds'],1,1
8129,MUxY88CFEb4,0.0,10.0,"/m/07qyrcz,/m/09x0r","['/m/07qyrcz', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
8130,MV4tgzc9X6s,10.0,20.0,"/m/0239kh,/m/0l14md","['/m/0239kh', '/m/0l14md']","['Animal', 'Music']",2,2
8131,MVAXHT67Na4,10.0,20.0,"/m/026z9,/m/028sqc,/m/03fwl,/m/04rlf,/m/064t9","['/m/026z9', '/m/028sqc', '/m/03fwl', '/m/04rlf', '/m/064t9']","['Music', 'Music', 'Animal', 'Music', 'Music']",5,5
8132,MVBQrBAXgw4,370.0,380.0,"/m/02lkt,/m/03mb9,/m/04rlf,/m/07rn7sz","['/m/02lkt', '/m/03mb9', '/m/04rlf', '/m/07rn7sz']","['Music', 'Music', 'Music', 'Sounds of things']",4,4
8133,MW1aw8QiEkY,30.0,40.0,"/m/01b82r,/m/083vt","['/m/01b82r', '/m/083vt']","['Sounds of things', 'Sounds of things']",2,2
8134,MWGMsZxW5bc,25.0,35.0,"/m/07qsvvw,/m/09x0r","['/m/07qsvvw', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
8135,MWJZVSUJHVE,0.0,10.0,/m/03w41f,['/m/03w41f'],['Music'],1,1
8136,MWS-Uxf1MRw,90.0,100.0,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3","['/m/01xqw', '/m/02fsn', '/m/07y_7', '/m/0l14_3']","['Music', 'Music', 'Music', 'Music']",4,4
8137,MWUIcq2EtQs,220.0,230.0,"/m/01h8n0,/m/09x0r","['/m/01h8n0', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
8138,MWfLjmzWQIA,130.0,140.0,"/m/013y1f,/m/01s0ps,/m/03gvt,/m/03xq_f,/m/05148p4,/m/05r5c","['/m/013y1f', '/m/01s0ps', '/m/03gvt', '/m/03xq_f', '/m/05148p4', '/m/05r5c']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music']",6,6
8139,MWz9Ge6ol54,90.0,100.0,"/m/01j3sz,/t/dd00001","['/m/01j3sz', '/t/dd00001']","['Human Sounds', 'Human Sounds']",2,2
8140,MX0wS7MX3Zo,190.0,200.0,"/m/04rlf,/m/04szw,/m/07kc_","['/m/04rlf', '/m/04szw', '/m/07kc_']","['Music', 'Music', 'Music']",3,3
8141,MXZ5K_K72-U,30.0,40.0,"/m/07qv4k0,/m/09x0r","['/m/07qv4k0', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
